"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0330328220";"Five Black Ships";"Napolean Ponce de Leon";"1997";"Pan Macmillan";"http://images.amazon.com/images/P/0330328220.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330328220.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330328220.01.LZZ
"014027166X";"Riven Rock";"T. Coraghessan Boyle";"1999";"Penguin Books";"http://images.amazon.com/images/P/014027166X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/014027166X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/014027166X.01.LZZZZZZZ.jp
"0940322269";"We Think the World of You (New York Review Books Classics)";"J. R. Ackerley";"2000";"New York Review of Books";"http://images.amazon.com/images/P/0940322269.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0940322269.01.MZZZZZZZ.jpg";"http:/
"0749390840";"Train, Train";"Graham Coster";"1990";"Vintage/Ebury (A Division of Random House Group)";"http://images.amazon.com/images/P/0749390840.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0749390840.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0312195443";"The Englishman's Boy : A Novel";"Guy Vanderhaeghe";"1998";"Picador";"http://images.amazon.com/images/P/0312195443.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312195443.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312195443.01.L
"0099286556";"Save Me the Waltz (Vintage Classics)";"Zelda Fitzgerald";"0";"Vintage";"http://images.amazon.com/images/P/0099286556.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0099286556.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0099286556.0
"0586087370";"The Colour of Blood";"Brian Moore";"1996";"Harpercollins";"http://images.amazon.com/images/P/0586087370.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0586087370.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0586087370.01.LZZZZZZZ.jp
"0747232903";"Eighth Champion of Christendom";"Edith Pargeter";"1998";"Headline Book Publishing";"http://images.amazon.com/images/P/0747232903.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0747232903.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/
"0006178316";"Flights";"Jim Shepard";"1990";"HarperCollins Publishers";"http://images.amazon.com/images/P/0006178316.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0006178316.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0006178316.01.LZZZZZZZ.jpg
"0395171199";"Best American Short Stories, 1973";"Martha, Ed. Foley";"1973";"Houghton Mifflin Co";"http://images.amazon.com/images/P/0395171199.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395171199.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0140030069";"My Friend Says It's Bullet-proof";"Penelope Mortimer";"1969";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140030069.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140030069.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/01
"0395938945";"Outerbridge Reach";"Robert Stone";"1998";"Houghton Mifflin Co";"http://images.amazon.com/images/P/0395938945.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395938945.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395938945.01.LZZZZZ
"0449221679";"COUPLES";"John Updike";"1974";"Fawcett Books";"http://images.amazon.com/images/P/0449221679.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449221679.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449221679.01.LZZZZZZZ.jpg"
"1878972154";"A Voice Through a Cloud";"Denton Welch";"1996";"Exact Change";"http://images.amazon.com/images/P/1878972154.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1878972154.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1878972154.01.LZZZZZZ
"0140082697";"The Deer at the River (Contemporary American Fiction)";"Joseph Caldwell";"1985";"Penguin USA";"http://images.amazon.com/images/P/0140082697.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140082697.01.MZZZZZZZ.jpg";"http://images.amazon.co
"0449221385";"I Am the Clay";"Chaim Potok";"1994";"Fawcett Books";"http://images.amazon.com/images/P/0449221385.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449221385.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449221385.01.LZZZZZZZ.jpg"
"1842321331";"The Beginners";"Dan Jacobson";"2001";"House of Stratus";"http://images.amazon.com/images/P/1842321331.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1842321331.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1842321331.01.LZZZZZZZ.jpg"
"0394437276";"The Music School: Short Stories";"John Updike";"1966";"Random House Trade";"http://images.amazon.com/images/P/0394437276.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394437276.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/03944372
"0807610313";"A Weekend With Claude";"Beryl Bainbridge";"1982";"George Braziller";"http://images.amazon.com/images/P/0807610313.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0807610313.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0807610313.01.L
"078670635X";"A Quiet Life";"Beryl Bainbridge";"1999";"Carroll &amp; Graf Publishers";"http://images.amazon.com/images/P/078670635X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/078670635X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/078670635X.
"0446391522";"Attic";"Katherine Dunn";"1990";"Warner Books";"http://images.amazon.com/images/P/0446391522.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446391522.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446391522.01.LZZZZZZZ.jpg"
"0099611007";"Emily Stone";"Anne Redmon";"1989";"Arrow Books (A Division of Random House Group)";"http://images.amazon.com/images/P/0099611007.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0099611007.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/
"0440330912";"The Good Son";"Craig Nova";"1983";"Dell Publishing Company";"http://images.amazon.com/images/P/0440330912.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440330912.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440330912.01.LZZZZZZZ.
"0140033963";"Students! Do Not Push Your Teacher Down the Stairs";"A. Jones";"1973";"Viking Press";"http://images.amazon.com/images/P/0140033963.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140033963.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/
"0571166296";"The Second Bridegroom";"Rodney Hall";"1992";"Faber and Faber Ltd";"http://images.amazon.com/images/P/0571166296.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571166296.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571166296.01.LZZ
"0330335006";"Grand Days";"Frank Moorhouse";"1994";"Not Applicable";"http://images.amazon.com/images/P/0330335006.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330335006.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330335006.01.LZZZZZZZ.jpg"
"0156007339";"Victim of the Aurora (Harvest Book)";"Thomas Keneally";"2001";"Harvest Books";"http://images.amazon.com/images/P/0156007339.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0156007339.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/01560
"0586049460";"Snakes and Ladders";"Dirk Bogarde";"1979";"HarperCollins Publishers";"http://images.amazon.com/images/P/0586049460.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0586049460.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0586049460.01.
"0374525196";"See Under: Love";"David Grossman";"1997";"Noonday Press";"http://images.amazon.com/images/P/0374525196.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0374525196.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0374525196.01.LZZZZZZZ.jpg
"0140131965";"The Ice-Shirt (A Book of North American Landscape, Vol 1)";"William T. Vollmann";"1993";"Penguin Books";"http://images.amazon.com/images/P/0140131965.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140131965.01.MZZZZZZZ.jpg";"http://images
"0140131671";"East Is East (Contemporary American Fiction)";"T. Coraghessan Boyle";"1991";"Penguin Books";"http://images.amazon.com/images/P/0140131671.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140131671.01.MZZZZZZZ.jpg";"http://images.amazon.com/
"0349110085";"Holy Pictures";"Clair Boylan";"1998";"Abacus Uk";"http://images.amazon.com/images/P/0349110085.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0349110085.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0349110085.01.LZZZZZZZ.jpg"
"0385293569";"Let a Soldier Die";"William E. Holland";"1984";"Bookthrift Co";"http://images.amazon.com/images/P/0385293569.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385293569.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385293569.01.LZZZZZ
"0060938080";"Bad Blood : A Memoir";"Lorna Sage";"2003";"Perennial";"http://images.amazon.com/images/P/0060938080.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060938080.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060938080.01.LZZZZZZZ.jpg"
"0140277609";"The Mercy Seat";"Rilla Askew";"1998";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140277609.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140277609.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140277609.01.LZZZZZZZ.jpg
"0671042785";"The Little Drummer Girl";"John le Carre";"2000";"Pocket";"http://images.amazon.com/images/P/0671042785.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671042785.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671042785.01.LZZZZZZZ.jpg
"0393311147";"Sacred Hunger (Norton Paperback Fiction)";"Barry Unsworth";"1993";"W. W. Norton &amp; Company";"http://images.amazon.com/images/P/0393311147.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393311147.01.MZZZZZZZ.jpg";"http://images.amazon.c
"0140036954";"Strange meeting";"Susan Hill";"1974";"Penguin";"http://images.amazon.com/images/P/0140036954.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140036954.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140036954.01.LZZZZZZZ.jpg"
"0679735984";"The Tax Inspector (Vintage International)";"Peter Carey";"1993";"Vintage Books USA";"http://images.amazon.com/images/P/0679735984.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679735984.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0060533986";"The Growing Pains of Adrian Mole";"Sue Townsend";"2003";"HarperTempest";"http://images.amazon.com/images/P/0060533986.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060533986.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060533986.
"1904010202";"To the Last Ridge: The World War One Experiences of W H Downing";"W.H. Downing";"2002";"Grub Street Publishing";"http://images.amazon.com/images/P/1904010202.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1904010202.01.MZZZZZZZ.jpg";"http:
"0815412878";"In Search of Genghis Khan";"Tim Severin";"2003";"Cooper Square Publishers";"http://images.amazon.com/images/P/0815412878.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0815412878.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/08154128
"0747549257";"Map of Love";"Soueif Afdaf";"2000";"Bloomsbury Publishing Plc";"http://images.amazon.com/images/P/0747549257.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0747549257.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0747549257.01.LZZZZZ
"0807611247";"Envoy from Mirror City: An Autobiography (Envoy from Mirror City)";"Janet Frame";"1985";"George Braziller";"http://images.amazon.com/images/P/0807611247.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0807611247.01.MZZZZZZZ.jpg";"http://ima
"0679767193";"Bliss";"Peter Carey";"1996";"Vintage Books USA";"http://images.amazon.com/images/P/0679767193.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679767193.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679767193.01.LZZZZZZZ.jpg"
"0449912159";"Marry Me: A Romance";"John Updike";"1996";"Ballantine Books";"http://images.amazon.com/images/P/0449912159.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449912159.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449912159.01.LZZZZZZZ
"0060533994";"The Secret Diary of Adrian Mole, Aged 13 3/4";"Sue Townsend";"2003";"HarperTempest";"http://images.amazon.com/images/P/0060533994.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060533994.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0375702164";"Armadillo";"William Boyd";"2000";"Vintage Books";"http://images.amazon.com/images/P/0375702164.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375702164.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375702164.01.LZZZZZZZ.jpg"
"0140171231";"Now You Know";"Michael Frayn";"1993";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140171231.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140171231.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140171231.01.LZZZZZZZ.jpg
"1873631413";"The Blanket of the Dark";"John Buchan";"1994";"B &amp; W Publishing";"http://images.amazon.com/images/P/1873631413.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1873631413.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1873631413.01.
"006011195X";"Careful He Might Hear You";"Sumner Locke Elliot";"1963";"HarperCollins (paper)";"http://images.amazon.com/images/P/006011195X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006011195X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006
"0786244801";"Spies (Thorndike Large Print General Series)";"Michael Frayn";"2002";"Thorndike Press";"http://images.amazon.com/images/P/0786244801.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786244801.01.MZZZZZZZ.jpg";"http://images.amazon.com/image
"1555834248";"Now and Then";"William Corlett";"1998";"Alyson Publications";"http://images.amazon.com/images/P/1555834248.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1555834248.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1555834248.01.LZZZZZZZ
"0786885181";"The Grand Complication: A Novel";"Allen Kurzweil";"2002";"Hyperion";"http://images.amazon.com/images/P/0786885181.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786885181.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786885181.01.L
"0385497695";"The Plato Papers: A Prophesy";"Peter Ackroyd";"2001";"Anchor Books/Doubleday";"http://images.amazon.com/images/P/0385497695.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385497695.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/03854
"0743229045";"The Resurrectionists: A Novel";"Michael Collins";"2002";"Scribner";"http://images.amazon.com/images/P/0743229045.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743229045.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743229045.01.LZ
"0786255390";"The Desperate Remedy: Henry Gresham and the Gunpowder Plot (Thorndike Adventure)";"Martin Stephen";"2003";"Thorndike Press";"http://images.amazon.com/images/P/0786255390.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786255390.01.MZZZZZZZ
"0140113886";"Jigsaw: An Unsentimental Education";"Sybille Bedford";"1991";"Penguin USA";"http://images.amazon.com/images/P/0140113886.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140113886.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/01401138
"0140034196";"Seven By Five";"H E Bates";"0";"Penguin Putnam~trade";"http://images.amazon.com/images/P/0140034196.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140034196.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140034196.01.LZZZZZZZ.jpg"
"0879237988";"The Age of Wonders";"Aharon Appelfeld";"1990";"David R. Godine Publisher";"http://images.amazon.com/images/P/0879237988.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0879237988.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/087923798
"1582432228";"The Shooting Party";"Isabel Colegate";"2002";"Counterpoint Press";"http://images.amazon.com/images/P/1582432228.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1582432228.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1582432228.01.LZZ
"0380780496";"Brazzaville Beach";"William Boyd";"1995";"Perennial";"http://images.amazon.com/images/P/0380780496.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380780496.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380780496.01.LZZZZZZZ.jpg"
"0140167188";"The Road to Wellville";"T. Coraghessan Boyle";"1994";"Penguin Books";"http://images.amazon.com/images/P/0140167188.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140167188.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140167188.01.
"1400031044";"My Name Is Asher Lev";"Chaim Potok";"2003";"Anchor Books/Doubleday";"http://images.amazon.com/images/P/1400031044.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1400031044.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1400031044.01.L
"0140073043";"Dinner Along the Amazon (Penguin Short Fiction)";"Timothy Findley";"1985";"Penguin USA";"http://images.amazon.com/images/P/0140073043.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140073043.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0553506501";"Bound Feet and Western Dress";"Pang Mei Chang";"0";"Bantam Doubleday Dell";"http://images.amazon.com/images/P/0553506501.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553506501.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/05535065
"0897332466";"The White Guard";"Mikhail Bulgakov";"1995";"Academy Chicago Publishers";"http://images.amazon.com/images/P/0897332466.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0897332466.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0897332466.
"0679772685";"Hitler's Willing Executioners: Ordinary Germans and the Holocaust";"Daniel Jonah Goldhagen";"1997";"Vintage Books USA";"http://images.amazon.com/images/P/0679772685.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679772685.01.MZZZZZZZ.jpg"
"0140188509";"Lark Rise to Candleford: A Trilogy (Penguin Twentieth-Century Classics)";"Flora Thompson";"1996";"Penguin USA";"http://images.amazon.com/images/P/0140188509.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140188509.01.MZZZZZZZ.jpg";"http:/
"0679736638";"The Confessions of Nat Turner";"William Styron";"1993";"Vintage Books USA";"http://images.amazon.com/images/P/0679736638.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679736638.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/06797366
"0449911810";"Earthly Possessions";"Anne Tyler";"1996";"Ballantine Books";"http://images.amazon.com/images/P/0449911810.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449911810.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449911810.01.LZZZZZZZ.
"0393319504";"Voyage of the Narwhal: A Novel";"Andrea Barrett";"1999";"W.W. Norton &amp; Company";"http://images.amazon.com/images/P/0393319504.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393319504.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0340562315";"By the Line";"Thomas Kennealy";"0";"Hodder Stoughton";"http://images.amazon.com/images/P/0340562315.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340562315.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0340562315.01.LZZZZZZZ.jpg"
"1853753580";"Verdun (Lost Treasures)";"Jules Romains";"2000";"Prion Books";"http://images.amazon.com/images/P/1853753580.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1853753580.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1853753580.01.LZZZZZZ
"0670877166";"Another world";"Pat Barker";"1998";"Viking";"http://images.amazon.com/images/P/0670877166.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670877166.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670877166.01.LZZZZZZZ.jpg"
"0140186808";"Coolie (Penguin Twentieth-Century Classics)";"Mulk Raj Anand";"1994";"Penguin USA";"http://images.amazon.com/images/P/0140186808.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140186808.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/
"044921978X";"The Gift of Asher Lev";"Chaim Potok";"1991";"Fawcett Books";"http://images.amazon.com/images/P/044921978X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044921978X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044921978X.01.LZZZZZZZ.
"1559213116";"Summer Half";"Angela Thirkell";"2004";"Moyer Bell Ltd.";"http://images.amazon.com/images/P/1559213116.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1559213116.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1559213116.01.LZZZZZZZ.jpg"
